gene	gene_name
ENSG00000271985.1	BX248123.1
ENSG00000272015.1	RF00091
ENSG00000272483.1	AC022001.3
ENSG00000272443.1	OR13Z2P
ENSG00000272068.1	AL365181.2
ENSG00000272109.2	AC008906.2
ENSG00000272080.1	MIR502
ENSG00000272337.1	RNU6-90P
ENSG00000272459.1	AC139795.3
ENSG00000272037.1	AP002907.1
ENSG00000271784.1	AL031055.1
ENSG00000271901.2	AL161716.1
ENSG00000272501.1	AL662844.4
ENSG00000272312.1	AL133255.1
ENSG00000272084.1	AL137127.1
ENSG00000272395.7	IFNL4
ENSG00000271955.2	AC007100.1
ENSG00000272489.1	AL132656.3
ENSG00000272379.1	AL008729.2
ENSG00000271826.5	PLS3-AS1
ENSG00000272479.1	AC010857.1
ENSG00000272323.1	AC026801.2
ENSG00000272344.1	SNORD114-21
ENSG00000271798.1	SNORA51
ENSG00000271849.1	AC012603.1
ENSG00000272436.1	CUX2P1
ENSG00000272217.1	AL645940.1
ENSG00000272156.1	AC008280.3
ENSG00000278242.1	RN7SL725P
ENSG00000272277.1	AL031963.3
ENSG00000272263.1	AC034198.2
ENSG00000272143.1	FGF14-AS2
ENSG00000271830.1	AC012213.4
ENSG00000271913.7	AL035530.2
ENSG00000272416.1	AC025175.1
ENSG00000272088.1	AL512413.1
ENSG00000271874.1	AC025754.2
ENSG00000272288.6	AL451165.2
ENSG00000272400.1	AC103810.9
ENSG00000272460.1	SNORD115-40
ENSG00000271933.1	AL603756.1
ENSG00000272518.1	AC036214.2
ENSG00000272324.5	AC012629.2
ENSG00000272262.1	RNU6-89P
ENSG00000272097.2	AL024498.1
ENSG00000272034.1	SNORD14A
ENSG00000272100.1	AL513218.1
ENSG00000272406.1	AC108102.1
ENSG00000271806.1	AL590822.2
ENSG00000271923.1	RNU6-86P
ENSG00000271969.1	U47924.1
ENSG00000272347.1	AC116351.2
ENSG00000272465.1	AL031768.1
ENSG00000272375.1	AC026979.3
ENSG00000272248.1	AL138831.2
ENSG00000272071.1	AC122710.2
ENSG00000272240.1	AC004908.1
ENSG00000271739.1	RNU1-29P
ENSG00000272020.1	RNU1-30P
ENSG00000197084.5	LCE1C
ENSG00000272296.1	SNORD96A
ENSG00000272081.1	AC008972.2
ENSG00000272104.1	Z84492.2
ENSG00000272159.1	AC087623.3
ENSG00000272256.1	AC044849.1
ENSG00000272813.1	OLA1P1
ENSG00000283736.1	MIR484
ENSG00000271749.1	AC005828.6
ENSG00000271797.1	AC008494.3
ENSG00000272478.1	AL020996.3
ENSG00000272485.1	AL392183.1
ENSG00000272055.1	RNU6-6P
ENSG00000272129.1	AL359715.3
ENSG00000272180.1	AC011306.1
ENSG00000272219.1	AC005072.1
ENSG00000272449.2	AL139246.5
ENSG00000272000.6	AC236040.1
ENSG00000271918.1	AC034236.2
ENSG00000271959.1	AC100803.3
ENSG00000272006.1	AC037487.3
ENSG00000272070.1	AC005618.1
ENSG00000271765.1	RN7SKP299
ENSG00000272255.1	AC113361.1
ENSG00000272397.1	AL138916.2
ENSG00000272346.2	AC103810.8
ENSG00000272051.1	RF00019
ENSG00000272330.1	AC002044.1
ENSG00000271974.1	RDM1P4
ENSG00000272529.1	AC090948.3
ENSG00000272462.3	U91328.1
ENSG00000271886.1	MIR98
ENSG00000271848.2	AC073389.2
ENSG00000271931.1	AL353135.1
ENSG00000272221.1	AL645933.2
ENSG00000272472.1	AL512283.1
ENSG00000237188.5	AC242426.2
ENSG00000272142.2	AL359643.3
ENSG00000272533.1	SNORA28
ENSG00000272269.1	AL138724.1
ENSG00000272372.1	AC009102.2
ENSG00000272150.5	NBPF25P
ENSG00000271930.1	AC016877.3
ENSG00000272482.1	AC254633.1
ENSG00000271857.1	AL096865.1
ENSG00000272507.1	RNU6-88P
ENSG00000272078.1	AL139423.1
ENSG00000273194.3	OLA1P1
ENSG00000272380.1	MIR3976
ENSG00000272491.1	AL109659.2
ENSG00000272480.1	OR13Z3P
ENSG00000271828.1	AC008937.3
ENSG00000271818.1	RN7SKP4
ENSG00000272211.1	AC114760.2
ENSG00000272236.1	AL645939.4
ENSG00000272036.1	MIR139
ENSG00000271914.1	AL139286.2
ENSG00000271778.1	AC080013.3
ENSG00000272411.1	AC116312.1
ENSG00000271814.1	RN7SKP290
ENSG00000268020.3	OR4G4P
ENSG00000271803.1	AL121906.1
ENSG00000272461.1	AP005328.1
ENSG00000272218.1	AC108865.2
ENSG00000272536.2	RN7SL840P
ENSG00000272031.3	ANKRD34A
ENSG00000271779.1	AC009994.1
ENSG00000272094.1	AC091614.1
ENSG00000272426.1	BX284668.6
ENSG00000271934.2	OR2AS2P
ENSG00000272275.1	AC092687.3
ENSG00000272040.1	AC010245.2
ENSG00000271821.1	AL662844.3
ENSG00000286165.1	AC012488.2
ENSG00000268592.3	AL355312.3
ENSG00000272402.1	AL031775.2
ENSG00000272341.1	AL137003.2
ENSG00000271795.1	AC011337.1
ENSG00000271774.1	AL109930.1
ENSG00000272158.1	AL139022.2
ENSG00000272351.1	RNA5SP506
ENSG00000272002.1	AC010904.2
ENSG00000272519.1	AC079610.3
ENSG00000271890.1	OR10AE1P
ENSG00000272010.1	AC100814.1
ENSG00000272473.1	AC006273.1
ENSG00000272205.1	AL451050.2
ENSG00000272096.2	RN7SL715P
ENSG00000272407.1	AL022394.1
ENSG00000271893.1	AC064834.1
ENSG00000272516.1	AL158211.4
ENSG00000272141.1	AL390719.2
ENSG00000272086.1	AC025181.2
ENSG00000272525.1	AC099522.2
ENSG00000271736.2	AL138900.2
ENSG00000272004.1	FO704657.1
ENSG00000272345.1	AL031775.1
ENSG00000272325.2	NUDT3
ENSG00000272264.1	AC009686.2
ENSG00000271725.1	AC103858.1
ENSG00000271973.1	AC141002.1
ENSG00000272057.1	AC016575.1
ENSG00000271926.1	AC008972.1
ENSG00000272072.1	AC004492.1
ENSG00000272247.1	AC080013.5
ENSG00000272092.1	AC087623.2
ENSG00000271771.1	AC139792.1
ENSG00000271870.1	AC024060.1
ENSG00000272335.1	AC093297.2
ENSG00000272163.1	AF106564.1
ENSG00000272235.1	AL590438.1
ENSG00000271781.1	AC026740.1
ENSG00000272542.1	AL137246.1
ENSG00000272311.1	IFNL4P1
ENSG00000271911.1	AL357054.3
ENSG00000272334.1	AC011816.2
ENSG00000272128.1	AP006545.2
ENSG00000284332.1	MIR1302-2
ENSG00000264448.5	MIR378D2HG
ENSG00000272396.1	AC005392.3
ENSG00000271843.1	AC012557.1
ENSG00000272541.1	AL021368.3
ENSG00000272444.1	AL118558.4
ENSG00000272112.1	AC011374.2
ENSG00000271895.2	AL109811.2
ENSG00000272477.1	AC144521.1
ENSG00000272237.1	RF00402
ENSG00000272412.2	RN7SL778P
ENSG00000272113.2	RF00019
ENSG00000271897.1	AL357518.1
ENSG00000272138.2	LINC01607
ENSG00000272468.1	AL021807.1
ENSG00000271882.1	AP001330.5
ENSG00000271787.1	AC104794.4
ENSG00000271991.1	AC013400.1
ENSG00000271841.1	RNU7-10P
ENSG00000272024.1	AC064807.4
ENSG00000272305.5	AC096887.1
ENSG00000272182.1	AC135507.1
ENSG00000272154.5	AC244517.2
ENSG00000272106.1	AL691432.2
ENSG00000271855.1	AC073195.1
ENSG00000272434.1	AC137630.3
ENSG00000272166.1	RF01161
ENSG00000272144.1	AC025171.4
ENSG00000272160.1	RNU4-5P
ENSG00000272167.2	AL606537.1
ENSG00000271833.1	AL445222.1
ENSG00000272474.1	SNORD113-5
ENSG00000271776.1	AL445209.1
ENSG00000272239.1	AC011373.1
ENSG00000271981.1	AL158211.2
ENSG00000271945.2	AL355612.1
ENSG00000271922.1	RF01210
ENSG00000272319.2	AL022345.1
ENSG00000272835.3	SMDT1
ENSG00000271815.1	AC008897.3
ENSG00000271734.1	Z98200.1
ENSG00000272455.1	AL391244.2
ENSG00000232636.2	AL360267.1
ENSG00000271982.1	SNORD58B
ENSG00000271869.1	AC026979.2
ENSG00000272435.1	RNA5SP357
ENSG00000272371.1	AL591167.1
ENSG00000271919.1	AC005828.7
ENSG00000272273.1	IER3-AS1
ENSG00000283785.1	MIR15A
ENSG00000272175.1	AL050343.2
ENSG00000272469.2	RN7SL760P
ENSG00000272220.1	AC103810.7
ENSG00000272279.1	AL512329.2
ENSG00000272369.1	AC008035.1
ENSG00000272196.2	HIST2H2AA4
ENSG00000272498.1	AC090948.2
ENSG00000272543.1	MIR4787
ENSG00000271743.1	AF287957.1
ENSG00000271792.1	AC008667.4
ENSG00000272226.1	AL136985.2
ENSG00000272172.1	AC138696.2
ENSG00000271871.1	AC005740.4
ENSG00000272366.1	AL158211.3
ENSG00000271789.1	AL080317.2
ENSG00000272203.1	AC004775.1
ENSG00000272043.1	AC016405.2
ENSG00000271966.1	AC021321.1
ENSG00000272515.1	AL355578.1
ENSG00000272056.1	AC013472.3
ENSG00000271780.1	AL118558.3
ENSG00000271868.1	AC114810.1
ENSG00000271907.1	SNORA35B
ENSG00000271952.2	LINC01954
ENSG00000272173.1	U47924.2
ENSG00000272197.2	RN7SL803P
ENSG00000272356.1	AL080317.3
ENSG00000283279.1	MIR376C
ENSG00000272359.1	RNU4-89P
ENSG00000272195.1	AL356512.1
ENSG00000271983.1	AC023302.1
ENSG00000272153.1	AL365330.1
ENSG00000271964.1	AC090948.1
ENSG00000272540.1	AL662797.1
ENSG00000272386.1	AC015802.5
ENSG00000271986.2	RN7SL827P
ENSG00000271761.1	AL021368.1
ENSG00000272115.1	AC233992.3
ENSG00000271851.1	AC087501.4
ENSG00000271937.1	AC104187.1
ENSG00000272085.1	AC091979.2
ENSG00000272209.1	AL023583.1
ENSG00000252690.3	AC105339.2
ENSG00000272506.1	AL357078.3
ENSG00000271894.1	AC007744.1
ENSG00000272202.1	AC097358.2
ENSG00000271817.2	RF00012
ENSG00000272293.1	AC083964.1
ENSG00000272028.1	RNU6-87P
ENSG00000272320.1	AL445309.1
ENSG00000271754.1	AL355802.2
ENSG00000271989.1	AL139424.1
ENSG00000271824.1	SMIM32
ENSG00000284586.1	MIR92B
ENSG00000272215.1	RF00066
ENSG00000272545.1	AC023813.4
ENSG00000272360.1	AC116036.2
ENSG00000272274.2	LINC00551
ENSG00000271766.1	AC010424.2
ENSG00000272025.1	RF00090
ENSG00000272267.2	AC021242.3
ENSG00000272114.1	AL136131.3
ENSG00000272033.1	AL136984.1
ENSG00000271947.1	AC017076.1
ENSG00000272075.2	RN7SL828P
ENSG00000272192.1	AC100812.1
ENSG00000272087.1	AC080013.4
ENSG00000271862.1	AC104118.1
ENSG00000272253.1	RNA5SP386
ENSG00000271727.2	AL357054.2
ENSG00000272148.1	AC013403.2
ENSG00000271900.1	AC025627.4
ENSG00000272254.1	AC022893.3
ENSG00000271898.1	MIR4791
ENSG00000271746.1	AL031848.2
ENSG00000271992.1	AL354872.2
ENSG00000272023.1	AC010240.3
ENSG00000272049.1	AC091965.4
ENSG00000272432.1	AL031432.3
ENSG00000271732.1	AL137798.1
ENSG00000271984.1	AL008726.1
ENSG00000271971.1	AC120053.1
ENSG00000271852.1	SNORD11B
ENSG00000272186.1	AP003392.6
ENSG00000272384.1	AC016405.3
ENSG00000271888.1	AL136162.1
ENSG00000271788.1	AC008875.1
ENSG00000272137.1	AL451064.1
ENSG00000272161.1	AL589739.1
ENSG00000272308.1	AC104113.1
ENSG00000271755.1	AL031118.1
ENSG00000271819.1	RNU6-94P
ENSG00000271820.1	AL109910.2
ENSG00000272157.1	AC107373.2
ENSG00000272445.1	RNU6-84P
ENSG00000271916.1	AC012467.1
ENSG00000271993.1	AC126118.1
ENSG00000271856.1	LINC01215
ENSG00000272189.1	AL024508.2
ENSG00000271917.1	AL357568.2
ENSG00000272362.1	AL160408.5
ENSG00000271763.1	AC091544.5
ENSG00000272438.1	AL645608.6
ENSG00000272439.1	RNU6-91P
ENSG00000272047.2	GTF2H5
ENSG00000243819.4	RN7SL832P
ENSG00000271976.1	AC012467.2
ENSG00000272370.1	AC092354.2
ENSG00000272223.1	AL136304.1
ENSG00000272079.2	AC004233.2
ENSG00000272361.2	AC005014.2
ENSG00000284433.1	MIR1914
ENSG00000272139.1	AC113349.2
ENSG00000272134.1	AC103810.6
ENSG00000272382.1	AC025171.5
ENSG00000272149.1	AC112211.1
ENSG00000271752.1	AC112187.3
ENSG00000272230.1	MIR3666
ENSG00000271715.1	AC012640.3
ENSG00000271716.1	AC022001.2
ENSG00000272532.6	CYP2D6
ENSG00000272021.1	AC008592.5
ENSG00000271751.1	AP003392.5
ENSG00000272420.1	AL513477.2
ENSG00000272417.1	AC034229.4
ENSG00000272848.2	AL135910.1
ENSG00000272588.1	AC139887.4
ENSG00000273001.1	AL731533.2
ENSG00000272661.1	AC021097.1
ENSG00000273098.3	AC005303.1
ENSG00000272858.1	Z93930.3
ENSG00000273456.1	AC064836.3
ENSG00000273249.1	BX649632.1
ENSG00000273300.1	AC000068.3
ENSG00000273188.1	AL022328.3
ENSG00000273297.2	AC009275.1
ENSG00000273466.1	AC012510.1
ENSG00000272814.1	AC093732.2
ENSG00000272982.1	AL355816.1
ENSG00000273143.2	AL355512.1
ENSG00000273102.1	AP000569.1
ENSG00000272644.1	AC097468.3
ENSG00000272686.1	AC006333.2
ENSG00000273110.1	AL162591.2
ENSG00000272933.1	AL391121.1
ENSG00000272918.1	AC005070.3
ENSG00000272622.2	AC010735.2
ENSG00000272831.1	AC027644.3
ENSG00000273124.1	AL365434.2
ENSG00000272937.2	OR6U2P
ENSG00000273076.1	AL021707.7
ENSG00000273061.1	CDC37L1-DT
ENSG00000273261.1	AC092953.2
ENSG00000272630.1	AL731563.3
ENSG00000273321.1	AC023983.2
ENSG00000273084.1	AC092171.5
ENSG00000273216.1	AC002059.1
ENSG00000272758.6	AC083798.2
ENSG00000273137.1	AL022328.2
ENSG00000273262.1	AL121928.1
ENSG00000273253.2	AL022328.4
ENSG00000273153.1	AC067747.1
ENSG00000273374.1	AC069222.1
ENSG00000272862.1	AC106052.1
ENSG00000272625.1	AP000919.4
ENSG00000272963.1	OR7A19P
ENSG00000273006.1	AC009229.3
ENSG00000273485.1	AL139339.2
ENSG00000272760.1	AC093726.1
ENSG00000272554.1	AC012087.2
ENSG00000273064.1	AC017083.1
ENSG00000272632.1	AC097504.2
ENSG00000272807.1	AC007038.2
ENSG00000272606.1	AC015982.1
ENSG00000272984.1	AC007349.4
ENSG00000273406.1	AC245008.1
ENSG00000272699.1	AC007620.3
ENSG00000272721.5	AC131235.2
ENSG00000272564.1	AC012511.1
ENSG00000273445.1	AC133644.2
ENSG00000273306.1	AC018690.1
ENSG00000273026.1	AL358472.3
ENSG00000273012.1	AL353600.1
ENSG00000272664.1	OR51C4P
ENSG00000273093.1	AC097065.2
ENSG00000272783.1	AC147067.2
ENSG00000273335.1	AP005432.2
ENSG00000272690.6	LINC02018
ENSG00000273384.1	AL137796.1
ENSG00000272638.1	AC006027.1
ENSG00000272748.1	AC063962.1
ENSG00000272744.1	AC107214.2
ENSG00000272989.1	LINC02012
ENSG00000273327.1	OR6L2P
ENSG00000273409.3	AP003481.1
ENSG00000273077.1	AC110609.1
ENSG00000273372.1	SFTPD-AS1
ENSG00000272714.1	AL139098.2
ENSG00000272654.1	AL358472.2
ENSG00000272865.2	AL591686.2
ENSG00000272855.1	AC104458.1
ENSG00000272627.1	AC016542.1
ENSG00000272595.2	OR10AH1P
ENSG00000273473.1	BX649601.1
ENSG00000273391.1	AC083880.1
ENSG00000272764.1	AL596094.1
ENSG00000273343.1	AC007663.4
ENSG00000262334.6	RPH3AL
ENSG00000272769.1	AC097532.2
ENSG00000272872.1	AP000525.1
ENSG00000272958.1	AP000322.1
ENSG00000273145.1	BX537318.1
ENSG00000272566.1	AF250324.1
ENSG00000272905.1	AC018648.1
ENSG00000273113.1	AC133528.1
ENSG00000273344.1	PAXIP1-AS1
ENSG00000272821.1	U62317.2
ENSG00000272983.1	AL117339.4
ENSG00000273247.5	AC097376.2
ENSG00000268812.3	AC004264.1
ENSG00000273483.1	AL354760.1
ENSG00000273381.1	AL158071.5
ENSG00000272626.1	AC021146.12
ENSG00000273361.1	AC021016.3
ENSG00000273203.1	AC006946.2
ENSG00000272710.2	AC133041.1
ENSG00000272774.1	AC112219.2
ENSG00000273199.1	AP000692.2
ENSG00000273407.1	AC069294.1
ENSG00000272717.1	AC112236.2
ENSG00000272948.2	AP001412.1
ENSG00000273115.1	AP001596.2
ENSG00000273319.1	AC058791.1
ENSG00000272866.1	AL135786.2
ENSG00000272668.2	AL590560.2
ENSG00000273069.1	AC211433.2
ENSG00000272678.1	AC112503.1
ENSG00000272620.1	AFAP1-AS1
ENSG00000272599.2	AC016394.2
ENSG00000272768.1	AC004854.2
ENSG00000272656.1	AC024933.1
ENSG00000273270.1	AC090114.2
ENSG00000273308.1	AC024560.3
ENSG00000272685.1	OR9I3P
ENSG00000272716.1	AL121658.1
ENSG00000272575.7	LINC02098
ENSG00000272874.1	AL034548.1
ENSG00000207955.5	AL359091.1
ENSG00000273245.1	AC092653.1
ENSG00000273365.1	AL451074.5
ENSG00000273055.1	AC005046.1
ENSG00000273062.1	AL449106.1
ENSG00000272800.3	AC021851.1
ENSG00000273058.2	AL359921.2
ENSG00000272572.1	AL138762.1
ENSG00000273461.5	AC105265.3
ENSG00000273382.1	AL356488.3
ENSG00000273492.6	AP000229.1
ENSG00000272839.1	AC011899.3
ENSG00000273356.1	LINC02019
ENSG00000273265.1	CNNM3-DT
ENSG00000272702.1	AC010913.1
ENSG00000272733.1	AP000345.2
ENSG00000272915.1	AC018635.2
ENSG00000273289.1	AL121672.3
ENSG00000272695.2	GAS6-DT
ENSG00000273104.1	AP000322.2
ENSG00000272672.1	AL391497.1
ENSG00000272592.1	AL451049.1
ENSG00000273350.1	AC004832.5
ENSG00000273240.1	AC013468.1
ENSG00000272569.1	OR5BL1P
ENSG00000273338.1	AC103591.3
ENSG00000273329.1	AC078846.1
ENSG00000273123.1	AC020634.1
ENSG00000272841.1	AL139393.3
ENSG00000272914.1	AL359532.1
ENSG00000273138.1	AC005021.1
ENSG00000273447.1	AC004067.1
ENSG00000273209.1	AC069148.1
ENSG00000272864.1	AC135803.1
ENSG00000272613.1	RPL13P
ENSG00000273464.1	AP000238.1
ENSG00000272991.1	AF129408.1
ENSG00000272732.1	AC004982.1
ENSG00000272750.1	AL592148.3
ENSG00000273255.1	OR5BP1P
ENSG00000272646.1	AC079766.1
ENSG00000272551.1	AC017048.3
ENSG00000273210.1	AP001437.1
ENSG00000249096.7	LINC02362
ENSG00000273360.1	AC022017.1
ENSG00000272870.3	AC097534.2
ENSG00000272843.1	AC211476.2
ENSG00000272894.5	AC004982.2
ENSG00000273254.1	AF129075.2
ENSG00000273212.1	AC000068.2
ENSG00000272910.1	AC090425.2
ENSG00000272941.1	AC083862.2
ENSG00000272832.1	AC022296.3
ENSG00000272631.1	AC067750.1
ENSG00000272563.1	AC016745.2
ENSG00000273228.1	OR5BQ1P
ENSG00000272629.1	LINC01623
ENSG00000272882.1	OR2BH1P
ENSG00000273165.1	AL121652.1
ENSG00000272600.1	AC007308.1
ENSG00000273399.2	AL159169.3
ENSG00000272555.1	AC009974.1
ENSG00000273455.1	AC072039.2
ENSG00000273341.2	AC004921.1
ENSG00000273348.1	AC027449.1
ENSG00000272735.1	AC007881.3
ENSG00000273174.1	AC108673.2
ENSG00000273293.1	AC093458.1
ENSG00000273129.1	PACERR
ENSG00000272810.1	U91328.3
ENSG00000272754.1	AL133245.1
ENSG00000273325.1	AL008723.2
ENSG00000272558.1	U91328.2
ENSG00000273063.1	AC007250.1
ENSG00000272729.1	AC009336.1
ENSG00000273368.1	AC006566.1
ENSG00000273336.1	OR7M1P
ENSG00000272689.1	AC004832.4
ENSG00000273267.1	AC097381.3
ENSG00000273419.1	AC004877.1
ENSG00000272568.6	AC005162.3
ENSG00000272911.1	AC005696.3
ENSG00000273454.1	AC112503.2
ENSG00000273387.1	AC005005.3
ENSG00000272663.1	AC093635.1
ENSG00000272837.1	OR10AE3P
ENSG00000273198.1	AL096803.4
ENSG00000273342.1	AP000553.3
ENSG00000278944.1	AC027045.1
ENSG00000272849.1	AC084018.1
ENSG00000272777.1	AC019131.2
ENSG00000273176.1	AL008635.1
ENSG00000273148.1	LINC00653
ENSG00000273388.1	AC005291.2
ENSG00000273301.1	AC016717.2
ENSG00000272812.1	AC004908.2
ENSG00000273056.1	AL354694.1
ENSG00000273396.3	LINC01396
ENSG00000273177.1	AC092954.2
ENSG00000272549.1	LINC02538
ENSG00000273010.1	AL360270.3
ENSG00000272797.1	AC092954.1
ENSG00000273450.1	AL139124.1
ENSG00000272909.1	AL122035.2
ENSG00000273274.2	ZBTB8B
ENSG00000272953.1	AC092171.4
ENSG00000273323.1	NOP56P1
ENSG00000273183.1	AC093726.2
ENSG00000273180.1	AC019193.3
ENSG00000272851.1	AC096772.1
ENSG00000272676.1	OR5AO1P
ENSG00000273014.1	AC018645.2
ENSG00000272720.1	AL022322.1
ENSG00000272979.1	AC093388.1
ENSG00000272857.1	LINC01623
ENSG00000272927.1	AC107464.3
ENSG00000272666.1	U62317.1
ENSG00000273248.1	AC010997.5
ENSG00000273437.1	AC108673.3
ENSG00000272990.1	AC084036.1
ENSG00000272931.1	AC099568.2
ENSG00000272692.2	AC010997.4
ENSG00000273287.2	AL008718.2
ENSG00000273403.1	AC107294.3
ENSG00000272669.1	AL021707.6
ENSG00000273484.1	OR6R2P
ENSG00000272945.1	AL356299.2
ENSG00000273493.1	AC098479.1
ENSG00000272969.1	AC024243.1
ENSG00000272703.1	AP005137.2
ENSG00000273162.1	AL133215.2
ENSG00000273204.1	AC104506.1
ENSG00000273234.1	OR2A13P
ENSG00000273214.1	AL031587.4
ENSG00000273272.2	U62317.4
ENSG00000273073.1	AC073869.3
ENSG00000273258.1	AC016737.2
ENSG00000221571.3	RNU6ATAC35P
ENSG00000272834.1	AL022238.3
ENSG00000273320.1	AC007032.1
ENSG00000273181.1	AC131235.3
ENSG00000273125.2	LINC01990
ENSG00000273051.1	OR51F4P
ENSG00000272593.1	AL359091.3
ENSG00000273312.2	AL121749.1
ENSG00000272696.1	AL359091.4
ENSG00000273451.1	AL031666.3
ENSG00000272694.1	Z94160.2
ENSG00000272942.1	AL022324.3
ENSG00000272861.1	AC012360.2
ENSG00000272667.1	AC012306.2
ENSG00000273449.1	AC093788.1
ENSG00000273413.1	AL136982.7
ENSG00000272691.1	AC092807.2
ENSG00000273219.1	AC091736.1
ENSG00000285508.1	AL034430.1
ENSG00000272967.1	AC073352.2
ENSG00000272853.1	AC069544.1
ENSG00000272988.1	AC022392.1
ENSG00000273008.1	AC010864.1
ENSG00000273024.6	INTS4P2
ENSG00000273302.1	AC016747.3
ENSG00000272562.2	AL512343.2
ENSG00000272788.1	AP000864.1
ENSG00000273096.1	AL021707.8
ENSG00000273243.1	Z82243.1
ENSG00000273252.1	OR7E39P
ENSG00000272791.1	AC073389.3
ENSG00000272767.1	JMJD1C-AS1
ENSG00000272795.1	AC126283.1
ENSG00000272856.1	AC112250.2
ENSG00000273027.1	AL844908.2
ENSG00000273011.1	AC092681.3
ENSG00000273211.1	AC137630.4
ENSG00000272977.1	AL008721.2
ENSG00000272899.4	ATP6V1FNB
ENSG00000272583.1	AL592494.2
ENSG00000272966.1	AC064836.2
ENSG00000273370.1	AC108747.1
ENSG00000273295.1	AP000350.6
ENSG00000273257.1	AC069200.1
ENSG00000272908.1	AC006033.2
ENSG00000272922.1	AC107294.1
ENSG00000273179.1	AC092535.4
ENSG00000272603.1	NOP56P1
ENSG00000272677.1	AC124016.1
ENSG00000273486.1	AC096992.2
ENSG00000273377.1	OR2Q1P
ENSG00000272920.1	hsa-mir-1253
ENSG00000273233.1	AC097724.1
ENSG00000273481.1	AL391069.3
ENSG00000272980.4	Z94721.2
ENSG00000272662.1	AC073352.1
ENSG00000272986.1	AC009570.1
ENSG00000272842.1	AL391834.1
ENSG00000273141.1	AP001269.4
ENSG00000273424.1	AL008582.1
ENSG00000176716.5	OR10AB1P
ENSG00000280893.1	AC009133.6
ENSG00000273139.1	AC007663.3
ENSG00000273362.1	AP000547.2
ENSG00000273416.1	AL732292.2
ENSG00000273394.1	AC128687.2
ENSG00000234232.7	AC243772.3
ENSG00000272804.3	KRTAP10-7
ENSG00000272574.1	AL596325.2
ENSG00000273035.1	AC007684.1
ENSG00000272844.1	AC074044.1
ENSG00000272619.1	AC093673.2
ENSG00000273487.1	AC104836.1
ENSG00000272824.1	AC245100.7
ENSG00000273007.2	AC021205.3
ENSG00000256628.3	ZBTB11-AS1
ENSG00000272674.3	PCDHB16
ENSG00000273079.5	GRIN2B
ENSG00000273108.1	AL121929.2
ENSG00000272789.1	AC010976.2
ENSG00000273284.1	AP001033.2
ENSG00000273218.1	AC005776.2
ENSG00000157542.11	KCNJ6
ENSG00000272880.1	AL161734.1
ENSG00000272609.1	AC016252.1
ENSG00000273133.1	AC116651.1
ENSG00000272787.1	AC253536.6
ENSG00000273136.7	NBPF26
ENSG00000273038.2	AL365203.2
ENSG00000273420.1	AC008738.7
ENSG00000273230.1	AC102953.2
ENSG00000273474.1	AL157392.4
ENSG00000272940.1	U62317.3
ENSG00000273090.1	AC007378.1
ENSG00000273448.1	AC006480.2
ENSG00000272885.1	AC092574.1
ENSG00000273232.1	AC090912.3
ENSG00000272944.1	AC079834.2
ENSG00000272799.1	AC006238.1
ENSG00000272707.1	AC046143.2
ENSG00000273442.1	AC006946.3
ENSG00000272971.1	AL365181.4
ENSG00000273476.1	AL133215.3
ENSG00000273015.2	AC008124.1
ENSG00000273423.1	OR13I1P
ENSG00000272719.1	AC006483.2
ENSG00000272973.1	AP000350.5
ENSG00000272604.1	AC073073.2
ENSG00000273106.1	AC019129.2
ENSG00000273164.1	DGCR10
ENSG00000272650.1	AC110792.3
ENSG00000272642.2	AP003121.1
ENSG00000273122.1	RPL13P
ENSG00000272745.1	AC004948.1
ENSG00000273004.1	AL078644.2
ENSG00000231728.4	TMSB15B-AS1
ENSG00000273363.1	AL353801.3
ENSG00000273373.1	AL355488.1
ENSG00000273017.1	AP000240.1
ENSG00000273415.3	AP000904.1
ENSG00000272634.2	OR51F5P
ENSG00000273444.1	AC006023.2
ENSG00000272688.1	AP005329.3
ENSG00000273271.1	AP000254.1
ENSG00000272682.1	AC004471.2
ENSG00000273472.1	AC096733.2
ENSG00000272823.1	AL445423.1
ENSG00000272907.1	AL844539.1
ENSG00000272825.1	AL844908.1
ENSG00000273275.1	AC017083.2
ENSG00000273311.1	DGCR11
ENSG00000273408.1	OR5B15P
ENSG00000272798.1	AL008721.1
ENSG00000272597.1	AC063944.3
ENSG00000273434.1	OR8S21P
ENSG00000273117.1	AC144652.1
ENSG00000272913.1	AC009237.14
ENSG00000272582.1	AL031587.3
ENSG00000273119.1	AP005229.2
ENSG00000273226.1	AL391834.2
ENSG00000273151.1	AC073957.3
ENSG00000273044.1	AL022334.2
ENSG00000272970.2	AC107294.2
ENSG00000272559.1	OR51F3P
ENSG00000272660.1	AC090425.1
ENSG00000272711.1	AC019069.1
ENSG00000272784.1	AC019193.2
ENSG00000272912.1	AL356608.1
ENSG00000272994.1	AC012360.3
ENSG00000273013.1	AC117490.2
ENSG00000273160.1	AL359962.2
ENSG00000272701.3	MESTIT1
ENSG00000273221.1	AL355816.2
ENSG00000272836.1	AL022328.1
ENSG00000273186.1	AL359091.5
ENSG00000273149.1	AL138963.3
ENSG00000273156.2	AC124016.2
ENSG00000272840.1	AC092902.2
ENSG00000272871.1	AL159169.2
ENSG00000272950.1	AC093799.1
ENSG00000273314.1	AC005229.4
ENSG00000272746.1	AP005131.7
ENSG00000273375.1	AC055764.2
ENSG00000272755.1	AC245297.2
ENSG00000272770.1	AC005696.2
